,Ticker,Name,Country,DM/EM,Remark,Pot'l flows  (USDmm),Pot'l Shares EDT (mm),Price as of  previous  Cutoff (18-  Apr),Price as of  run date (30-  Jun),% Change
0,SHFL INSHFL IN?,Shriram Finance,India,EM,FIF Inc?,56.9,"2.7
0.9","1,339.20","1,735.20",29.6%
