,Ticker,Name,Country,DM/EM,Remark,Pot'l flows  (USDmm),Pot'l Shares EDT (mm),Price as of  previous  Cutoff (18-  Apr),Price as of  run date (16-  Jun),% Change
0,IQCD QDIQCD QD?,Industries Qatar,Qatar,EM,FIF Inc?,140.1,"43.7
12.5",12.51,11.68,-6.6%
